Description,Meaning,Source,Type
의붓아비 돼지고기 써는 데는 가도 친아비 나무 패는 데는 가지 마라,의붓아비가 아무리 저를 미워하더라도 돼지고기를 써는 데 가면 혹 돼지고기 하나 줄지 모르지만 친아비가 아무리 사랑하더라도 도끼질하는 데서는 잘못하여 다칠 수도 있으니 자신에게 조금이라도 해가 미칠 듯한 곳에는 가지 말라는 말. <동의 속담> ‘의붓아비 떡 치는 데는 가도 친아비 도끼질하는 데는 안 간다’,우리말샘,속담
의붓아비 떡 치는 데는 가도 친아비 도끼질하는 데는 안 간다,의붓아비가 아무리 저를 미워하더라도 떡을 치는 데 가면 혹 떡 하나 줄지 모르지만 친아비가 아무리 사랑하더라도 도끼질하는 데서는 잘못하여 다칠 수도 있으니 자신에게 조금이라도 해가 미칠 듯한 곳에는 가지 말라는 말.,표준국어대사전,속담
의붓자식 옷 해 준 셈,별로 보람도 없고 보답받지도 못할 일을 남에게 해 준 경우를 이르는 말.,고려대 한국어대사전,속담
의사와 변호사는 나라에서 내놓은 도둑놈이라,의사와 변호사는 국가의 허가를 얻어 개업하고 있지만 도에 지나친 엄청난 보수를 요구하는 사람이 있음을 비꼬아 이르는 말.,고려대 한국어대사전,속담
의심이 병,쓸데없이 지나친 의심을 하면서 속을 태움을 이르는 말.,우리말샘,속담
의주 파발도 똥 눌 때가 있다,아무리 급한 일이 있어도 잠시 틈을 낼 수 있음을 비유적으로 이르는 말.,표준국어대사전,속담
이 갈다,몹시 화가 나거나 분을 참지 못하여 독한 마음을 먹고 벼르다.,표준국어대사전,관용구
이 갈리다,몹시 화가 나거나 분을 참지 못하여 독한 마음이 생기다.,표준국어대사전,관용구
이 골 원을 하다가 저 골에  좌수 노릇도 한다,낯선 고장에 가면 낮은 지위도 감수해야 할 경우가 있음을 비유적으로 이르는 말.,표준국어대사전,속담
이 골 원을 하다가 저 골에 가서 좌수 노릇도 한다,낯선 고장에 가면 낮은 지위도 감수해야 할 경우가 있다는 말.,고려대 한국어대사전,속담
이 덕 저 덕이 다 하늘 덕,사람이 살아가는 모든 것은 하늘이 주는 은혜라는 말.,고려대 한국어대사전,속담
이 떡 먹고 말 마라,남에게 뇌물을 주고서 비밀을 발설하지 말라며 이르는 말.,고려대 한국어대사전,속담
이 떡 먹고 말 말아라,뇌물을 주고 비밀을 발설하지 말라는 말.,우리말샘,속담
이 떨리다,참을 수 없이 몹시 분하거나 지긋지긋하다.,표준국어대사전,관용구
이 말 저 말 하다,"동이 닿지 않는 말을 이것저것 많이 함을 비유적으로 이르는 말.,이것저것 여러 말을 뜻 없이 함을 비유적으로 이르는 말.",표준국어대사전,속담
이 맞다,(무엇이) 빈틈없이 서로 맞다.,고려대 한국어대사전,관용구
이 방 저 방 좋아도 내 서방이 젤 좋고 이 집 저 집 좋아도 내 계집이 젤 좋다,"뭐니 뭐니 해도 제 서방, 제 계집이 좋다는 말.",표준국어대사전,속담
이 빠진 강아지 언 똥에 덤빈다,"능력도 없는 자가 주제넘는 짓을 함을 이르는 말. (=아직 이도 나기 전에 갈비를 뜯는다, 이도 아니 나서 콩밥을 씹는다, 이도 아니 나서 황밤을 먹는다, 이도 안 난 것이 뼈다귀 추렴하겠단다.)",고려대 한국어대사전,속담
이 빠진 강아지 한뎃뒷간 만났다,공교롭게 좋은 운을 만나게 됨을 이르는 말. (=주인집 장 떨어지자 나그네 국 마단다.),고려대 한국어대사전,속담
이 빠진 개 한뎃뒷간 만났다,공교롭게도 좋은 운을 만났음을 이르는 말.,우리말샘,속담
이 빠진 사발,"사발에 이가 빠지면 아무 쓸모가 없다는 뜻으로, 쓸모없게 된 물건을 비유적으로 이르는 말.",우리말샘,속담
이 샘물 안 먹는다고 똥 누고 가더니 그 물이 맑기도 전에 다시 와서 먹는다,두 번 다시 안 볼 것같이 하여도 나중에 다시 만나 사정하게 됨을 비유적으로 이르는 말.,표준국어대사전,속담
이 세 저 세 해도 먹세가 제일,뭐니 뭐니 해도 잘 먹는 것이 가장 중요하다는 말.,표준국어대사전,속담
이 소리 저 소리 하다,[같은 속담] 이 말 저 말 하다「2」.,표준국어대사전,속담
이 아픈 날 콩밥 한다,곤경에 처해 있는데 더욱 곤란한 일을 당하게 됨을 이르는 말. (=이 앓는 놈 뺨치기.),고려대 한국어대사전,속담
이 앓는 놈 뺨 치기,곤란한 처지에 있는데 더욱 곤란한 일을 당하게 됨을 비유적으로 이르는 말.,표준국어대사전,속담
이 없으면 잇몸으로 살지,요긴한 것이 없으면 안 될 것 같지만 없으면 없는 대로 그럭저럭 살아 나갈 수 있음을 이르는 말.,표준국어대사전,속담
이 없으면 잇몸으로 살지〔산다〕,꼭 필요한 것이 없으면 안 될 것 같지만 없으면 없는 대로 그럭저럭 살 수 있다는 말.,고려대 한국어대사전,속담
이 입에서 신물이 난다,"어떤 일에 너무나 곤욕을 치러서 생각만 해도 입에서 신물이 난다는 뜻으로, 몸서리칠 정도로 지긋지긋함을 이르는 말. (=이에 신물이 돈다〔난다〕.)",고려대 한국어대사전,속담
이 잡듯이,샅샅이 뒤지어 찾는 모양을 비유적으로 이르는 말.,표준국어대사전,관용구
이 판이 새 판이다,"이 판이 새로 시작하는 첫판이라는 뜻으로, 지금까지 있었던 것을 다 무효로 하고 모든 것이 다 새로 시작되는 것임을 비유적으로 이르는 말.",표준국어대사전,속담
이 피탈 저 피탈,‘이 핑계 저 핑계’의 북한 관용구.,표준국어대사전,관용구
이 핑계 저 핑계,어떤 일을 하지 않기 위해서 이리저리 핑계 댐을 이르는 말.,고려대 한국어대사전,관용구
이가 떨리다,(사람이) 참을 수 없이 몹시 분하거나 지긋지긋하다.,고려대 한국어대사전,관용구
이가 박이지 않다,‘이도 안 들어가다’의 북한 관용구.,표준국어대사전,관용구
이가 안 들다,"무엇을 하기에는 아직 힘이나 준비가 미치지 못하여 하기가 어렵다.,‘이도 안 들어가다’의 북한 관용구.",표준국어대사전,관용구
이간 붙이다,(어떤 사람이 다른 사람에게) 중간에서 두 사람 사이의 정을 떨어지게 만들거나 서로를 멀어지게 하다.,고려대 한국어대사전,관용구
이고 지고 가도 제 복 없으면 못산다,"친정이 가난하여 입은 옷과 머리빗밖에는 가지고 간 것이 없지만 잘살려면 얼마든지 행복하게 잘산다는 뜻으로, 예장(禮裝)을 많이 하여야 잘사는 것은 아니라는 말.",표준국어대사전,속담
이기는 것이 지는 것,서로 싸우면 한이 없고 또 끝까지 버틴들 좋지 못한 일만 생기니 빨리 지는 척하고 그만두는 것이 좋다는 말.,표준국어대사전,속담
이도 아니 나서 콩밥을 씹는다,아직 준비가 안 되고 능력도 없으면서 또는 절차를 넘어서 어려운 일을 하려고 달려듦을 비유적으로 이르는 말.,표준국어대사전,속담
이도 아니 나서 황밤을 먹는다,"아직 능력이 부족해 준비를 미처 하지 못하거나 절차를 건너뛰고 어려운 일을 하려 하는 경우를 비유적으로 이르는 말. (=아직 이도 나기 전에 갈비를 뜯는다, 이 빠진 강아지 언 똥에 덤빈다, 이도 아니 나서 콩밥...",고려대 한국어대사전,속담
이도 안 나다,어떤 일을 감당하기에는 수준이나 준비 정도가 적당하지 않다.,우리말샘,관용구
이도 안 난 것이 뼈다귀 추렴하겠단다,아직 준비가 안 되고 능력도 없으면서 또는 절차를 넘어서 어려운 일을 하려고 달려듦을 비유적으로 이르는 말. <동의 속담> ‘이도 아니 나서 황밤을 먹는다’ ‘아직 이도 나기 전에 갈비를 뜯는다’ ‘이도 아니 나서 콩밥을 씹는다’ ‘이 빠진 강아지 언 똥에 덤빈다’,우리말샘,속담
이도 안 난 것이 뼈다귀 추렴하겠단다〔추렴한다〕,"제 능력이 닿지 않는 일을 무모하게 하려고 함을 이르는 말. (=아직 이도 나기 전에 갈비를 뜯는다, 이 빠진 강아지 언 똥에 덤빈다, 이도 아니 나서 콩밥을 씹는다, 이도 아니 나서 황밤을 먹는다.)",고려대 한국어대사전,속담
이도 안 났다,(대상이) 아직 너무 어려서 그 수준이 상대가 안 될 정도다.,고려대 한국어대사전,관용구
이도 안 들어가다,어떤 말이나 행동을 하여도 도무지 반응이 없거나 받아들이지 않다.,표준국어대사전,관용구
이랑이 고랑 되고 고랑이 이랑 된다,"잘살던 사람이 못살게도 되고 못살던 사람이 잘살게도 됨을 비유적으로 이르는 말.,무엇이나 고정불변하지 않고 변하게 됨을 비유적으로 이르는 말.",표준국어대사전,속담
이렇다 저렇다 말이 없다,어떤 일에 대하여 이러하다거나 저러하다거나 하는 의사 표시를 하지 아니하다.,표준국어대사전,관용구
이렇다 저렇다 말이 없이,어떤 일에 대하여 이러하다거나 저러하다거나 하는 의사 표시 없이.,고려대 한국어대사전,관용구
이레 안에 경풍에 죽으나 여든에 상한병에 죽으나 죽기는 일반이라,"어떻게 죽든지 죽는다는 사실과 죽은 결과는 같다는 말.,이유는 다르지만 결과는 같으니 동일하게 취급해야 함을 이르는 말.",표준국어대사전,속담
이레 안에 백구 친다,"태어나서 이레도 되기 전에 백구 타령을 친다는 뜻으로, 놀랍게 조숙한 경우를 비유적으로 이르는 말.",표준국어대사전,속담
이로운 말은 귀에 거슬린다,흔히 귀에 거슬리는 말은 자신에게 유익한 말이기 때문에 잘 판단해서 받아들여야 한다는 말. (=입에 쓴 약이 병에는 좋다.),고려대 한국어대사전,속담
이른 봄에는 새 움이 홍역을 한다,"이른 봄에 새 움이 홍역을 앓듯이 불긋불긋하다는 뜻으로, 봄의 꽃샘추위를 이르는 말.",표준국어대사전,속담
이른 새끼가 살 안 찐다,"알에서 일찍 깬 새끼가 살이 안 찌고 크게 자라지 못한다는 뜻으로, 사람이 어려서 나이 든 체하며 너무 일되면 도리어 훌륭하게 되지 못함을 이르는 말.,무슨 일이 처음에 쉽게 잘되면 도리어 좋지 아니함을 이르는 말.",표준국어대사전,속담
이를 데 없다,정도가 굉장하여 이루 다 말할 수 없다.,우리말샘,관용구
이를 데 없이,"정도가 굉장하여 이루 다 말할 수 없이.,생각 따위가 아주 옳거나 마땅하여 더 말할 필요가 없이.",고려대 한국어대사전,관용구
이를 데〔것〕 없다,"(무엇이) 더없이 마땅하거나 옳다.,(일의 상태나 정도가) 대단하다.",고려대 한국어대사전,관용구
이를 악물다,힘에 겨운 곤란이나 난관을 헤쳐 나가려고 비상한 결심을 하다.,우리말샘,관용구
이름 남기다,(대상이) 이름을 후세에까지 전하게 하다.,고려대 한국어대사전,관용구
이리 앞의 양,무서운 사람 앞에서 설설 기면서 꼼짝 못 한다는 말.,표준국어대사전,속담
이리 죽은 데 토끼 눈물만큼,없는 것이나 다름없는 적은 분량을 이르는 말.,표준국어대사전,속담
이리가 양으로 될 수 없다,[같은 속담] 승냥이가 양으로 될 수 없다.,표준국어대사전,속담
이리를 피하니 범이 앞을 막는다,어려운 상황을 가까스로 피하니 그보다 더 어렵고 힘든 상황이 닥침을 비유적으로 이르는 말.,표준국어대사전,속담
이마는 하나같아도 속은 하나같지 않다,사람들의 생각은 다양하고 서로 다름을 비유적으로 이르는 말.,표준국어대사전,속담
이마를 뚫어도 진물도 아니 난다,냉혹하기 짝이 없어 인정이라고는 없음을 비유적으로 이르는 말.,표준국어대사전,속담
이마를 찔러도 피 한 방울 안 나겠다,냉혹하기 짝이 없어 인정이라고는 없음을 비유적으로 이르는 말.,표준국어대사전,속담
이마에 내 천 자를 쓰다,마음이 언짢거나 수심에 싸여 얼굴을 잔뜩 찌푸리다.,표준국어대사전,관용구
이마에 내 천 자를 쓰다〔그리다〕,(사람이) 마음에 언짢거나 수심에 싸여 얼굴을 잔뜩 찌푸리다.,고려대 한국어대사전,관용구
이마에 부은 물이 발뒤꿈치로 흐른다,윗사람이 나쁜 짓을 하면 곧 그 영향이 아랫사람에게 미치게 됨을 비유적으로 이르는 말.,표준국어대사전,속담
이마에 사자밥 붙이고 다닌다,"저승사자에게 대접할 사잣밥을 이마에 붙이고 다닌다는 뜻으로, 언제 죽을지 모르는 위험한 처지에서 생활하고 있는 경우를 비유적으로 이르는 말.",표준국어대사전,속담
이마에 송곳을 박아도 진물 한 점 안 난다,냉혹하기 짝이 없어 인정이라고는 없음을 비유적으로 이르는 말.,표준국어대사전,속담
